# Standard Solar Model (BP2000)
#
# astro-ph/0010346
#
# Columns in the Standard Model table (below) represent:
#
# 1)  Mass fraction in units of the solar mass
# 2)  Radius of the zone in units of one solar radius
# 3)  Temperature in units of deg (K)
# 4)  Density in units of g/cm^3
# 5)  Pressure in units of dyn/cm^2
# 6)  Luminosity fraction in units of the solar luminosity
# 7)  X(^1H): the hydrogen mass fraction
# 8)  X(^4He): the helium 4 mass fraction
# 9)  X(^3He): the helium 3 mass fraction
# 10) X(^12C): the carbon 12 mass fraction
# 11) X(^14N): the nitrogen 14 mass fraction
# 12) X(^16O): the oxygen 16 mass fraction
#
# Log L/Lsun -7.43243056E-07 Lsun 3.8515E+33 
# Log R/Rsun 2.25795820E-06  Rsun 6.9598E+10
#
# The Table begins here.
#
#
# M/Msun    R/Rsun      T         Rho        P        L/Lsun     X,       Y        He3       C12       N14       O16 
0.9591438  0.64592  2.772E+06  3.335E-01  1.249E+14  1.00001  0.71840  0.26295  1.00E-04  3.16E-03  9.35E-04  8.67E-03
0.9597242  0.64789  2.757E+06  3.277E-01  1.221E+14  1.00001  0.71854  0.26279  1.00E-04  3.16E-03  9.36E-04  8.68E-03
0.9602980  0.64986  2.742E+06  3.220E-01  1.193E+14  1.00001  0.71870  0.26262  1.00E-04  3.16E-03  9.37E-04  8.69E-03
0.9608652  0.65183  2.726E+06  3.164E-01  1.166E+14  1.00001  0.71887  0.26242  1.00E-04  3.17E-03  9.38E-04  8.70E-03
0.9614259  0.65380  2.711E+06  3.109E-01  1.139E+14  1.00001  0.71907  0.26220  1.00E-04  3.17E-03  9.40E-04  8.71E-03
0.9619801  0.65577  2.695E+06  3.055E-01  1.113E+14  1.00001  0.71929  0.26195  1.00E-04  3.18E-03  9.41E-04  8.72E-03
0.9625279  0.65774  2.679E+06  3.002E-01  1.088E+14  1.00001  0.71954  0.26166  1.00E-04  3.18E-03  9.43E-04  8.74E-03
0.9630693  0.65971  2.664E+06  2.951E-01  1.063E+14  1.00001  0.71982  0.26135  1.00E-04  3.19E-03  9.45E-04  8.75E-03
0.9636045  0.66168  2.648E+06  2.900E-01  1.039E+14  1.00001  0.72013  0.26100  1.00E-04  3.20E-03  9.47E-04  8.77E-03
0.9641335  0.66364  2.632E+06  2.850E-01  1.015E+14  1.00001  0.72047  0.26062  1.00E-04  3.20E-03  9.49E-04  8.79E-03
0.9646562  0.66561  2.616E+06  2.802E-01  9.919E+13  1.00001  0.72084  0.26022  1.00E-04  3.21E-03  9.50E-04  8.80E-03
0.9651729  0.66757  2.600E+06  2.754E-01  9.693E+13  1.00001  0.72125  0.25980  1.00E-04  3.21E-03  9.50E-04  8.81E-03
0.9656834  0.66954  2.584E+06  2.707E-01  9.472E+13  1.00001  0.72169  0.25937  1.00E-04  3.21E-03  9.50E-04  8.80E-03
0.9661880  0.67150  2.568E+06  2.661E-01  9.256E+13  1.00001  0.72216  0.25894  1.00E-04  3.20E-03  9.48E-04  8.79E-03
0.9666866  0.67346  2.551E+06  2.616E-01  9.045E+13  1.00001  0.72266  0.25850  1.00E-04  3.19E-03  9.45E-04  8.76E-03
0.9671792  0.67542  2.535E+06  2.572E-01  8.839E+13  1.00001  0.72319  0.25805  1.00E-04  3.18E-03  9.41E-04  8.72E-03
0.9676660  0.67738  2.518E+06  2.529E-01  8.638E+13  1.00001  0.72374  0.25758  1.00E-04  3.16E-03  9.37E-04  8.69E-03
0.9681471  0.67934  2.502E+06  2.487E-01  8.441E+13  1.00001  0.72431  0.25708  1.00E-04  3.15E-03  9.33E-04  8.65E-03
0.9686223  0.68129  2.485E+06  2.445E-01  8.249E+13  1.00001  0.72491  0.25656  1.00E-04  3.14E-03  9.29E-04  8.61E-03
0.9690919  0.68325  2.469E+06  2.405E-01  8.061E+13  1.00001  0.72554  0.25602  1.00E-04  3.12E-03  9.25E-04  8.57E-03
0.9695558  0.68520  2.452E+06  2.365E-01  7.877E+13  1.00001  0.72619  0.25544  1.00E-04  3.11E-03  9.21E-04  8.54E-03
0.9700141  0.68715  2.435E+06  2.326E-01  7.697E+13  1.00001  0.72687  0.25484  1.00E-04  3.10E-03  9.18E-04  8.50E-03
0.9704668  0.68909  2.418E+06  2.288E-01  7.522E+13  1.00001  0.72757  0.25421  1.00E-04  3.09E-03  9.14E-04  8.47E-03
0.9709141  0.69104  2.401E+06  2.250E-01  7.350E+13  1.00001  0.72830  0.25356  1.00E-04  3.07E-03  9.10E-04  8.43E-03
0.9713558  0.69298  2.383E+06  2.214E-01  7.183E+13  1.00001  0.72906  0.25288  1.00E-04  3.06E-03  9.06E-04  8.39E-03
0.9717303  0.69464  2.368E+06  2.183E-01  7.042E+13  1.00001  0.72973  0.25228  1.00E-04  3.05E-03  9.02E-04  8.36E-03
0.9718386  0.69512  2.364E+06  2.174E-01  7.002E+13  1.00001  0.72994  0.25210  1.00E-04  3.04E-03  9.01E-04  8.35E-03
0.9719466  0.69561  2.360E+06  2.166E-01  6.962E+13  1.00001  0.73014  0.25191  1.00E-04  3.04E-03  9.00E-04  8.34E-03
0.9720542  0.69609  2.355E+06  2.157E-01  6.922E+13  1.00001  0.73034  0.25173  1.00E-04  3.04E-03  8.99E-04  8.33E-03
0.9721615  0.69657  2.351E+06  2.148E-01  6.882E+13  1.00001  0.73055  0.25155  1.00E-04  3.03E-03  8.98E-04  8.32E-03
0.9722685  0.69705  2.346E+06  2.140E-01  6.843E+13  1.00001  0.73075  0.25136  1.00E-04  3.03E-03  8.97E-04  8.31E-03
0.9723751  0.69754  2.342E+06  2.131E-01  6.803E+13  1.00001  0.73096  0.25117  1.00E-04  3.02E-03  8.96E-04  8.30E-03
0.9724814  0.69802  2.338E+06  2.122E-01  6.764E+13  1.00001  0.73117  0.25098  1.00E-04  3.02E-03  8.95E-04  8.29E-03
0.9725874  0.69850  2.333E+06  2.114E-01  6.725E+13  1.00001  0.73139  0.25079  1.00E-04  3.02E-03  8.94E-04  8.28E-03
0.9726931  0.69898  2.329E+06  2.106E-01  6.687E+13  1.00001  0.73160  0.25060  1.00E-04  3.01E-03  8.93E-04  8.27E-03
0.9727984  0.69946  2.324E+06  2.097E-01  6.648E+13  1.00001  0.73182  0.25040  1.00E-04  3.01E-03  8.92E-04  8.26E-03
0.9729034  0.69994  2.320E+06  2.089E-01  6.610E+13  1.00001  0.73204  0.25020  1.00E-04  3.01E-03  8.91E-04  8.26E-03
0.9730081  0.70042  2.315E+06  2.081E-01  6.572E+13  1.00001  0.73226  0.25000  1.00E-04  3.00E-03  8.90E-04  8.25E-03
0.9731124  0.70091  2.311E+06  2.072E-01  6.535E+13  1.00001  0.73248  0.24980  1.00E-04  3.00E-03  8.89E-04  8.23E-03
0.9732164  0.70139  2.306E+06  2.064E-01  6.497E+13  1.00001  0.73270  0.24960  1.00E-04  3.00E-03  8.88E-04  8.22E-03
0.9733201  0.70187  2.302E+06  2.056E-01  6.460E+13  1.00001  0.73293  0.24939  1.00E-04  2.99E-03  8.86E-04  8.21E-03
0.9734235  0.70235  2.297E+06  2.048E-01  6.423E+13  1.00001  0.73316  0.24919  1.00E-04  2.99E-03  8.85E-04  8.20E-03
0.9735265  0.70283  2.293E+06  2.040E-01  6.386E+13  1.00001  0.73339  0.24898  1.00E-04  2.98E-03  8.84E-04  8.19E-03
0.9736293  0.70330  2.288E+06  2.032E-01  6.349E+13  1.00001  0.73362  0.24877  1.00E-04  2.98E-03  8.83E-04  8.18E-03
0.9737317  0.70378  2.283E+06  2.024E-01  6.313E+13  1.00001  0.73385  0.24856  1.00E-04  2.98E-03  8.82E-04  8.17E-03
0.9738337  0.70426  2.279E+06  2.016E-01  6.277E+13  1.00001  0.73409  0.24834  1.00E-04  2.97E-03  8.81E-04  8.16E-03
0.9739355  0.70474  2.274E+06  2.008E-01  6.241E+13  1.00001  0.73433  0.24813  1.00E-04  2.97E-03  8.80E-04  8.15E-03
0.9740369  0.70522  2.270E+06  2.000E-01  6.205E+13  1.00001  0.73457  0.24791  1.00E-04  2.97E-03  8.78E-04  8.14E-03
0.9741381  0.70570  2.265E+06  1.993E-01  6.169E+13  1.00001  0.73481  0.24769  1.00E-04  2.96E-03  8.77E-04  8.13E-03
0.9742389  0.70617  2.260E+06  1.985E-01  6.134E+13  1.00001  0.73506  0.24747  1.00E-04  2.96E-03  8.76E-04  8.12E-03
0.9743394  0.70665  2.256E+06  1.977E-01  6.099E+13  1.00001  0.73530  0.24725  1.00E-04  2.95E-03  8.75E-04  8.11E-03
0.9744395  0.70713  2.251E+06  1.970E-01  6.064E+13  1.00001  0.73555  0.24703  1.00E-04  2.95E-03  8.74E-04  8.09E-03
0.9745394  0.70760  2.246E+06  1.962E-01  6.029E+13  1.00001  0.73580  0.24680  1.00E-04  2.95E-03  8.72E-04  8.08E-03
0.9746389  0.70808  2.241E+06  1.955E-01  5.994E+13  1.00001  0.73606  0.24657  1.00E-04  2.94E-03  8.71E-04  8.07E-03
0.9747381  0.70856  2.237E+06  1.947E-01  5.960E+13  1.00001  0.73631  0.24634  1.00E-04  2.94E-03  8.70E-04  8.06E-03
0.9748371  0.70903  2.232E+06  1.940E-01  5.926E+13  1.00001  0.73657  0.24611  1.00E-04  2.93E-03  8.69E-04  8.05E-03
0.9749356  0.70951  2.227E+06  1.933E-01  5.892E+13  1.00001  0.73683  0.24587  1.00E-04  2.93E-03  8.67E-04  8.04E-03
0.9750339  0.70998  2.222E+06  1.925E-01  5.858E+13  1.00001  0.73709  0.24564  1.00E-04  2.92E-03  8.66E-04  8.02E-03
0.9751319  0.71046  2.218E+06  1.918E-01  5.824E+13  1.00001  0.73735  0.24540  1.00E-04  2.92E-03  8.65E-04  8.01E-03
0.9752296  0.71093  2.213E+06  1.911E-01  5.791E+13  1.00001  0.73762  0.24516  1.00E-04  2.92E-03  8.63E-04  8.00E-03
0.9753269  0.71141  2.208E+06  1.904E-01  5.757E+13  1.00001  0.73789  0.24492  1.00E-04  2.91E-03  8.62E-04  7.99E-03
0.9754239  0.71188  2.203E+06  1.897E-01  5.724E+13  1.00001  0.73816  0.24469  1.00E-04  2.90E-03  8.60E-04  7.97E-03
0.9755207  0.71235  2.198E+06  1.890E-01  5.692E+13  1.00001  0.73843  0.24444  1.00E-04  2.90E-03  8.59E-04  7.96E-03
0.9756171  0.71282  2.193E+06  1.883E-01  5.659E+13  1.00001  0.73870  0.24419  1.00E-04  2.90E-03  8.58E-04  7.95E-03
0.9757132  0.71330  2.188E+06  1.876E-01  5.626E+13  1.00001  0.73898  0.24393  1.00E-04  2.89E-03  8.57E-04  7.94E-03
0.9758090  0.71377  2.183E+06  1.869E-01  5.594E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9759046  0.71424  2.178E+06  1.862E-01  5.562E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9759999  0.71471  2.173E+06  1.856E-01  5.530E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9760949  0.71518  2.168E+06  1.849E-01  5.498E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9761896  0.71565  2.163E+06  1.843E-01  5.467E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9762840  0.71612  2.159E+06  1.837E-01  5.435E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9763781  0.71659  2.154E+06  1.830E-01  5.404E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9764719  0.71706  2.149E+06  1.824E-01  5.373E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9765654  0.71753  2.144E+06  1.818E-01  5.342E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9766586  0.71800  2.139E+06  1.811E-01  5.311E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9767514  0.71847  2.134E+06  1.805E-01  5.281E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9768440  0.71893  2.129E+06  1.799E-01  5.251E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9769363  0.71940  2.124E+06  1.793E-01  5.220E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9770282  0.71987  2.119E+06  1.786E-01  5.190E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9771199  0.72033  2.115E+06  1.780E-01  5.161E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9772113  0.72080  2.110E+06  1.774E-01  5.131E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9773023  0.72126  2.105E+06  1.768E-01  5.101E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9773931  0.72172  2.100E+06  1.762E-01  5.072E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9774836  0.72219  2.095E+06  1.756E-01  5.043E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9775738  0.72265  2.091E+06  1.750E-01  5.014E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9776636  0.72311  2.086E+06  1.744E-01  4.985E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9777532  0.72357  2.081E+06  1.738E-01  4.957E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9778425  0.72404  2.076E+06  1.732E-01  4.928E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9779315  0.72450  2.072E+06  1.726E-01  4.900E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9780202  0.72496  2.067E+06  1.720E-01  4.872E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9781086  0.72542  2.062E+06  1.714E-01  4.844E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9781967  0.72588  2.057E+06  1.708E-01  4.816E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9782845  0.72634  2.053E+06  1.702E-01  4.788E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9783721  0.72679  2.048E+06  1.696E-01  4.761E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9784593  0.72725  2.043E+06  1.690E-01  4.733E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9785462  0.72771  2.039E+06  1.684E-01  4.706E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9786329  0.72816  2.034E+06  1.679E-01  4.679E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9787193  0.72862  2.029E+06  1.673E-01  4.652E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9788053  0.72908  2.025E+06  1.667E-01  4.625E+13  1.00001  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9788911  0.72953  2.020E+06  1.661E-01  4.599E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9789766  0.72999  2.016E+06  1.655E-01  4.572E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9790618  0.73044  2.011E+06  1.650E-01  4.546E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9791463  0.73089  2.006E+06  1.644E-01  4.520E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9794832  0.73270  1.988E+06  1.621E-01  4.417E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9798155  0.73450  1.970E+06  1.599E-01  4.316E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9801433  0.73629  1.952E+06  1.577E-01  4.218E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9804667  0.73808  1.934E+06  1.556E-01  4.122E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9807856  0.73985  1.917E+06  1.534E-01  4.028E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9811002  0.74162  1.899E+06  1.513E-01  3.936E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9814105  0.74338  1.882E+06  1.492E-01  3.847E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9817164  0.74513  1.865E+06  1.472E-01  3.759E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9820181  0.74687  1.848E+06  1.451E-01  3.673E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9823156  0.74860  1.831E+06  1.432E-01  3.590E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9826089  0.75033  1.815E+06  1.412E-01  3.508E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9828981  0.75204  1.798E+06  1.392E-01  3.428E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9831832  0.75375  1.782E+06  1.373E-01  3.350E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9834643  0.75545  1.766E+06  1.354E-01  3.274E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9837413  0.75714  1.750E+06  1.336E-01  3.199E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9840144  0.75882  1.734E+06  1.317E-01  3.126E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9842836  0.76050  1.718E+06  1.299E-01  3.055E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9845488  0.76216  1.702E+06  1.281E-01  2.985E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9848102  0.76382  1.687E+06  1.264E-01  2.917E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9850678  0.76547  1.672E+06  1.246E-01  2.851E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9853217  0.76711  1.656E+06  1.229E-01  2.786E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9855718  0.76874  1.641E+06  1.212E-01  2.722E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9858183  0.77036  1.626E+06  1.196E-01  2.660E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9860611  0.77198  1.612E+06  1.179E-01  2.600E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9863002  0.77358  1.597E+06  1.163E-01  2.541E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9865359  0.77518  1.582E+06  1.147E-01  2.483E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9867680  0.77677  1.568E+06  1.131E-01  2.426E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9869966  0.77835  1.554E+06  1.116E-01  2.371E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9872218  0.77992  1.540E+06  1.100E-01  2.317E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9874435  0.78148  1.526E+06  1.085E-01  2.264E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9876619  0.78304  1.512E+06  1.070E-01  2.212E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9878770  0.78458  1.498E+06  1.056E-01  2.162E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9880888  0.78612  1.485E+06  1.041E-01  2.113E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9882973  0.78765  1.471E+06  1.027E-01  2.065E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9885027  0.78917  1.458E+06  1.013E-01  2.018E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9887048  0.79068  1.444E+06  9.988E-02  1.972E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9889038  0.79219  1.431E+06  9.851E-02  1.927E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9890998  0.79368  1.418E+06  9.716E-02  1.883E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9892926  0.79517  1.405E+06  9.582E-02  1.840E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9894825  0.79665  1.393E+06  9.450E-02  1.798E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9896694  0.79812  1.380E+06  9.320E-02  1.757E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9898533  0.79958  1.367E+06  9.192E-02  1.717E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9900343  0.80103  1.355E+06  9.066E-02  1.678E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9902124  0.80248  1.343E+06  8.941E-02  1.640E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9903877  0.80392  1.331E+06  8.818E-02  1.602E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9905602  0.80535  1.318E+06  8.697E-02  1.566E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9907300  0.80677  1.306E+06  8.578E-02  1.530E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9908970  0.80818  1.295E+06  8.460E-02  1.495E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9910613  0.80958  1.283E+06  8.343E-02  1.461E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9912230  0.81098  1.271E+06  8.229E-02  1.428E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9913820  0.81236  1.260E+06  8.116E-02  1.396E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9915385  0.81374  1.248E+06  8.004E-02  1.364E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9916924  0.81511  1.237E+06  7.894E-02  1.333E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9918438  0.81648  1.226E+06  7.786E-02  1.302E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9919927  0.81783  1.215E+06  7.679E-02  1.273E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9921392  0.81918  1.204E+06  7.574E-02  1.244E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9922832  0.82051  1.193E+06  7.470E-02  1.215E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9924249  0.82184  1.182E+06  7.367E-02  1.188E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9925642  0.82316  1.171E+06  7.266E-02  1.161E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9927012  0.82448  1.160E+06  7.166E-02  1.134E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9928359  0.82578  1.150E+06  7.068E-02  1.108E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9929683  0.82708  1.139E+06  6.970E-02  1.083E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9930985  0.82837  1.129E+06  6.875E-02  1.058E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9932266  0.82965  1.119E+06  6.780E-02  1.034E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9933524  0.83092  1.109E+06  6.687E-02  1.011E+13  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9934762  0.83219  1.099E+06  6.595E-02  9.878E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9935978  0.83345  1.089E+06  6.505E-02  9.653E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9937174  0.83470  1.079E+06  6.415E-02  9.433E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9938349  0.83594  1.069E+06  6.327E-02  9.218E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9939505  0.83717  1.059E+06  6.240E-02  9.008E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9940640  0.83840  1.050E+06  6.155E-02  8.803E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9941756  0.83961  1.040E+06  6.070E-02  8.602E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9942853  0.84082  1.031E+06  5.987E-02  8.406E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9943931  0.84203  1.021E+06  5.904E-02  8.215E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9944990  0.84322  1.012E+06  5.823E-02  8.028E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9946031  0.84441  1.003E+06  5.744E-02  7.845E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9947054  0.84559  9.937E+05  5.665E-02  7.666E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
