# Standard Solar Model (BP2000)
#
# astro-ph/0010346
#
# Columns in the Standard Model table (below) represent:
#
# 1)  Mass fraction in units of the solar mass
# 2)  Radius of the zone in units of one solar radius
# 3)  Temperature in units of deg (K)
# 4)  Density in units of g/cm^3
# 5)  Pressure in units of dyn/cm^2
# 6)  Luminosity fraction in units of the solar luminosity
# 7)  X(^1H): the hydrogen mass fraction
# 8)  X(^4He): the helium 4 mass fraction
# 9)  X(^3He): the helium 3 mass fraction
# 10) X(^12C): the carbon 12 mass fraction
# 11) X(^14N): the nitrogen 14 mass fraction
# 12) X(^16O): the oxygen 16 mass fraction
#
# Log L/Lsun -7.43243056E-07 Lsun 3.8515E+33 
# Log R/Rsun 2.25795820E-06  Rsun 6.9598E+10
#
# The Table begins here.
#
#
# M/Msun    R/Rsun      T         Rho        P        L/Lsun     X,       Y        He3       C12       N14       O16 
0.0682292  0.09564  1.327E+07  9.060E+01  1.406E+17  0.41634  0.52814  0.45238  3.95E-05  1.54E-05  4.87E-03  9.07E-03
0.0693452  0.09627  1.325E+07  9.013E+01  1.398E+17  0.42134  0.52972  0.45081  4.01E-05  1.54E-05  4.87E-03  9.07E-03
0.0704708  0.09690  1.322E+07  8.965E+01  1.390E+17  0.42634  0.53129  0.44924  4.07E-05  1.53E-05  4.87E-03  9.07E-03
0.0716062  0.09753  1.320E+07  8.918E+01  1.382E+17  0.43134  0.53286  0.44767  4.13E-05  1.52E-05  4.87E-03  9.07E-03
0.0727514  0.09816  1.317E+07  8.870E+01  1.374E+17  0.43634  0.53442  0.44612  4.20E-05  1.52E-05  4.87E-03  9.06E-03
0.0739066  0.09879  1.315E+07  8.823E+01  1.366E+17  0.44134  0.53598  0.44456  4.26E-05  1.51E-05  4.87E-03  9.06E-03
0.0750720  0.09943  1.312E+07  8.776E+01  1.357E+17  0.44634  0.53753  0.44301  4.33E-05  1.50E-05  4.87E-03  9.06E-03
0.0762478  0.10006  1.310E+07  8.729E+01  1.349E+17  0.45135  0.53908  0.44147  4.39E-05  1.50E-05  4.86E-03  9.06E-03
0.0774340  0.10070  1.307E+07  8.682E+01  1.341E+17  0.45635  0.54062  0.43992  4.46E-05  1.49E-05  4.86E-03  9.06E-03
0.0786310  0.10133  1.305E+07  8.635E+01  1.333E+17  0.46135  0.54216  0.43839  4.53E-05  1.49E-05  4.86E-03  9.06E-03
0.0798389  0.10197  1.302E+07  8.589E+01  1.325E+17  0.46635  0.54370  0.43685  4.61E-05  1.48E-05  4.86E-03  9.06E-03
0.0810578  0.10261  1.300E+07  8.542E+01  1.317E+17  0.47135  0.54523  0.43532  4.68E-05  1.47E-05  4.86E-03  9.06E-03
0.0822880  0.10325  1.297E+07  8.496E+01  1.309E+17  0.47635  0.54676  0.43380  4.75E-05  1.47E-05  4.86E-03  9.06E-03
0.0835296  0.10389  1.295E+07  8.449E+01  1.301E+17  0.48136  0.54829  0.43228  4.83E-05  1.46E-05  4.86E-03  9.05E-03
0.0847829  0.10453  1.292E+07  8.403E+01  1.293E+17  0.48636  0.54981  0.43076  4.90E-05  1.45E-05  4.85E-03  9.05E-03
0.0860480  0.10518  1.290E+07  8.357E+01  1.285E+17  0.49136  0.55132  0.42924  4.98E-05  1.45E-05  4.85E-03  9.05E-03
0.0873252  0.10582  1.287E+07  8.311E+01  1.277E+17  0.49636  0.55284  0.42773  5.06E-05  1.44E-05  4.85E-03  9.05E-03
0.0886147  0.10647  1.284E+07  8.265E+01  1.269E+17  0.50136  0.55435  0.42622  5.14E-05  1.43E-05  4.85E-03  9.05E-03
0.0899167  0.10712  1.282E+07  8.219E+01  1.261E+17  0.50637  0.55585  0.42472  5.22E-05  1.43E-05  4.85E-03  9.05E-03
0.0912314  0.10777  1.279E+07  8.173E+01  1.253E+17  0.51137  0.55736  0.42322  5.31E-05  1.42E-05  4.85E-03  9.04E-03
0.0925592  0.10843  1.277E+07  8.127E+01  1.245E+17  0.51637  0.55886  0.42172  5.39E-05  1.42E-05  4.85E-03  9.04E-03
0.0939002  0.10909  1.274E+07  8.081E+01  1.237E+17  0.52137  0.56036  0.42023  5.48E-05  1.41E-05  4.85E-03  9.04E-03
0.0952546  0.10975  1.271E+07  8.035E+01  1.229E+17  0.52638  0.56185  0.41874  5.57E-05  1.40E-05  4.85E-03  9.04E-03
0.0966229  0.11041  1.269E+07  7.989E+01  1.221E+17  0.53138  0.56334  0.41725  5.66E-05  1.40E-05  4.85E-03  9.04E-03
0.0980052  0.11107  1.266E+07  7.944E+01  1.213E+17  0.53638  0.56483  0.41576  5.75E-05  1.39E-05  4.85E-03  9.04E-03
0.0994017  0.11174  1.264E+07  7.898E+01  1.205E+17  0.54138  0.56632  0.41428  5.85E-05  1.38E-05  4.84E-03  9.04E-03
0.1008129  0.11241  1.261E+07  7.852E+01  1.197E+17  0.54639  0.56780  0.41280  5.94E-05  1.38E-05  4.84E-03  9.04E-03
0.1022390  0.11308  1.258E+07  7.807E+01  1.189E+17  0.55139  0.56928  0.41132  6.04E-05  1.37E-05  4.84E-03  9.03E-03
0.1036803  0.11376  1.256E+07  7.761E+01  1.181E+17  0.55639  0.57076  0.40984  6.14E-05  1.36E-05  4.84E-03  9.03E-03
0.1051371  0.11444  1.253E+07  7.715E+01  1.173E+17  0.56140  0.57223  0.40837  6.25E-05  1.36E-05  4.84E-03  9.03E-03
0.1066098  0.11512  1.250E+07  7.670E+01  1.165E+17  0.56640  0.57371  0.40690  6.35E-05  1.35E-05  4.84E-03  9.03E-03
0.1080987  0.11580  1.247E+07  7.624E+01  1.157E+17  0.57140  0.57517  0.40543  6.46E-05  1.34E-05  4.84E-03  9.03E-03
0.1096041  0.11649  1.245E+07  7.578E+01  1.149E+17  0.57641  0.57664  0.40397  6.57E-05  1.34E-05  4.84E-03  9.03E-03
0.1111265  0.11719  1.242E+07  7.533E+01  1.141E+17  0.58141  0.57811  0.40251  6.68E-05  1.33E-05  4.84E-03  9.03E-03
0.1126661  0.11788  1.239E+07  7.487E+01  1.133E+17  0.58641  0.57957  0.40105  6.80E-05  1.32E-05  4.83E-03  9.02E-03
0.1142235  0.11858  1.236E+07  7.441E+01  1.125E+17  0.59142  0.58103  0.39959  6.92E-05  1.32E-05  4.83E-03  9.02E-03
0.1157989  0.11929  1.234E+07  7.396E+01  1.117E+17  0.59642  0.58249  0.39813  7.04E-05  1.31E-05  4.83E-03  9.02E-03
0.1173929  0.12000  1.231E+07  7.350E+01  1.108E+17  0.60142  0.58395  0.39668  7.16E-05  1.30E-05  4.83E-03  9.02E-03
0.1190058  0.12071  1.228E+07  7.304E+01  1.100E+17  0.60643  0.58540  0.39522  7.29E-05  1.30E-05  4.83E-03  9.02E-03
0.1206381  0.12143  1.225E+07  7.258E+01  1.092E+17  0.61143  0.58686  0.39377  7.42E-05  1.29E-05  4.83E-03  9.02E-03
0.1222903  0.12215  1.222E+07  7.212E+01  1.084E+17  0.61643  0.58831  0.39232  7.55E-05  1.28E-05  4.83E-03  9.01E-03
0.1239629  0.12288  1.219E+07  7.166E+01  1.076E+17  0.62144  0.58976  0.39088  7.69E-05  1.28E-05  4.83E-03  9.01E-03
0.1256564  0.12361  1.216E+07  7.120E+01  1.068E+17  0.62644  0.59121  0.38943  7.83E-05  1.27E-05  4.83E-03  9.01E-03
0.1273712  0.12435  1.213E+07  7.074E+01  1.059E+17  0.63144  0.59265  0.38799  7.97E-05  1.26E-05  4.83E-03  9.01E-03
0.1291080  0.12509  1.211E+07  7.028E+01  1.051E+17  0.63645  0.59410  0.38654  8.12E-05  1.26E-05  4.83E-03  9.01E-03
0.1308673  0.12584  1.208E+07  6.981E+01  1.043E+17  0.64145  0.59554  0.38510  8.27E-05  1.25E-05  4.82E-03  9.01E-03
0.1326497  0.12660  1.205E+07  6.935E+01  1.035E+17  0.64646  0.59698  0.38366  8.43E-05  1.24E-05  4.82E-03  9.00E-03
0.1344558  0.12736  1.202E+07  6.888E+01  1.026E+17  0.65146  0.59843  0.38222  8.59E-05  1.24E-05  4.82E-03  9.00E-03
0.1362863  0.12813  1.199E+07  6.842E+01  1.018E+17  0.65646  0.59987  0.38078  8.75E-05  1.23E-05  4.82E-03  9.00E-03
0.1381418  0.12890  1.195E+07  6.795E+01  1.010E+17  0.66147  0.60130  0.37935  8.92E-05  1.22E-05  4.82E-03  9.00E-03
0.1400231  0.12968  1.192E+07  6.748E+01  1.001E+17  0.66647  0.60274  0.37791  9.10E-05  1.22E-05  4.82E-03  9.00E-03
0.1419308  0.13047  1.189E+07  6.701E+01  9.928E+16  0.67147  0.60418  0.37648  9.27E-05  1.22E-05  4.82E-03  8.99E-03
0.1438657  0.13126  1.186E+07  6.654E+01  9.844E+16  0.67648  0.60562  0.37504  9.46E-05  1.22E-05  4.82E-03  8.99E-03
0.1458287  0.13206  1.183E+07  6.607E+01  9.759E+16  0.68148  0.60705  0.37361  9.65E-05  1.23E-05  4.82E-03  8.99E-03
0.1478205  0.13287  1.180E+07  6.559E+01  9.674E+16  0.68649  0.60848  0.37218  9.84E-05  1.25E-05  4.81E-03  8.99E-03
0.1498419  0.13369  1.177E+07  6.512E+01  9.589E+16  0.69149  0.60992  0.37075  1.00E-04  1.27E-05  4.81E-03  8.99E-03
0.1518940  0.13452  1.173E+07  6.464E+01  9.503E+16  0.69649  0.61135  0.36932  1.02E-04  1.31E-05  4.81E-03  8.99E-03
0.1539777  0.13535  1.170E+07  6.416E+01  9.417E+16  0.70150  0.61278  0.36789  1.05E-04  1.37E-05  4.81E-03  8.98E-03
0.1560938  0.13619  1.167E+07  6.367E+01  9.331E+16  0.70650  0.61421  0.36646  1.07E-04  1.46E-05  4.81E-03  8.98E-03
0.1582436  0.13705  1.164E+07  6.319E+01  9.244E+16  0.71151  0.61565  0.36503  1.09E-04  1.59E-05  4.80E-03  8.98E-03
0.1604279  0.13791  1.160E+07  6.270E+01  9.157E+16  0.71651  0.61708  0.36360  1.11E-04  1.77E-05  4.80E-03  8.98E-03
0.1626480  0.13878  1.157E+07  6.221E+01  9.069E+16  0.72151  0.61851  0.36217  1.14E-04  2.02E-05  4.79E-03  8.98E-03
0.1649051  0.13966  1.153E+07  6.172E+01  8.981E+16  0.72652  0.61994  0.36074  1.16E-04  2.35E-05  4.79E-03  8.98E-03
0.1672004  0.14056  1.150E+07  6.123E+01  8.892E+16  0.73152  0.62137  0.35931  1.19E-04  2.79E-05  4.78E-03  8.97E-03
0.1695351  0.14146  1.147E+07  6.073E+01  8.803E+16  0.73652  0.62280  0.35788  1.22E-04  3.36E-05  4.77E-03  8.97E-03
0.1719106  0.14238  1.143E+07  6.023E+01  8.714E+16  0.74153  0.62423  0.35645  1.24E-04  4.10E-05  4.76E-03  8.97E-03
0.1743284  0.14330  1.139E+07  5.973E+01  8.624E+16  0.74653  0.62566  0.35502  1.27E-04  5.05E-05  4.75E-03  8.97E-03
0.1767899  0.14424  1.136E+07  5.922E+01  8.533E+16  0.75153  0.62710  0.35359  1.30E-04  6.24E-05  4.73E-03  8.97E-03
0.1792968  0.14520  1.132E+07  5.871E+01  8.442E+16  0.75654  0.62853  0.35216  1.33E-04  7.72E-05  4.70E-03  8.96E-03
0.1818507  0.14616  1.129E+07  5.820E+01  8.350E+16  0.76154  0.62996  0.35073  1.37E-04  9.53E-05  4.68E-03  8.96E-03
0.1844533  0.14714  1.125E+07  5.769E+01  8.258E+16  0.76654  0.63139  0.34930  1.40E-04  1.17E-04  4.64E-03  8.96E-03
0.1871066  0.14814  1.121E+07  5.717E+01  8.165E+16  0.77154  0.63283  0.34786  1.44E-04  1.44E-04  4.60E-03  8.96E-03
0.1898125  0.14915  1.117E+07  5.664E+01  8.072E+16  0.77655  0.63426  0.34643  1.47E-04  1.75E-04  4.55E-03  8.95E-03
0.1925732  0.15018  1.113E+07  5.611E+01  7.977E+16  0.78155  0.63570  0.34499  1.51E-04  2.11E-04  4.50E-03  8.95E-03
0.1953910  0.15122  1.109E+07  5.558E+01  7.883E+16  0.78655  0.63714  0.34355  1.55E-04  2.54E-04  4.43E-03  8.95E-03
0.1982682  0.15228  1.105E+07  5.504E+01  7.787E+16  0.79155  0.63858  0.34211  1.59E-04  3.02E-04  4.36E-03  8.95E-03
0.2012075  0.15336  1.101E+07  5.450E+01  7.691E+16  0.79656  0.64002  0.34067  1.63E-04  3.57E-04  4.28E-03  8.94E-03
0.2042118  0.15446  1.097E+07  5.396E+01  7.593E+16  0.80156  0.64147  0.33923  1.68E-04  4.19E-04  4.19E-03  8.94E-03
0.2072840  0.15558  1.093E+07  5.340E+01  7.495E+16  0.80656  0.64291  0.33778  1.73E-04  4.88E-04  4.09E-03  8.94E-03
0.2104276  0.15671  1.089E+07  5.285E+01  7.397E+16  0.81156  0.64436  0.33634  1.78E-04  5.63E-04  3.97E-03  8.94E-03
0.2136461  0.15788  1.084E+07  5.228E+01  7.297E+16  0.81656  0.64581  0.33488  1.83E-04  6.46E-04  3.85E-03  8.94E-03
0.2169433  0.15906  1.080E+07  5.171E+01  7.196E+16  0.82156  0.64727  0.33343  1.88E-04  7.35E-04  3.72E-03  8.93E-03
0.2203236  0.16027  1.076E+07  5.114E+01  7.094E+16  0.82657  0.64872  0.33197  1.94E-04  8.30E-04  3.58E-03  8.93E-03
0.2237916  0.16151  1.071E+07  5.055E+01  6.991E+16  0.83157  0.65019  0.33051  2.00E-04  9.31E-04  3.43E-03  8.93E-03
0.2273523  0.16278  1.066E+07  4.996E+01  6.887E+16  0.83657  0.65165  0.32904  2.07E-04  1.04E-03  3.27E-03  8.93E-03
0.2310112  0.16407  1.062E+07  4.936E+01  6.782E+16  0.84157  0.65312  0.32757  2.13E-04  1.15E-03  3.11E-03  8.92E-03
0.2347744  0.16540  1.057E+07  4.875E+01  6.675E+16  0.84657  0.65459  0.32610  2.20E-04  1.26E-03  2.94E-03  8.92E-03
0.2386485  0.16676  1.052E+07  4.814E+01  6.567E+16  0.85157  0.65607  0.32462  2.28E-04  1.38E-03  2.78E-03  8.92E-03
0.2426409  0.16816  1.047E+07  4.751E+01  6.458E+16  0.85657  0.65755  0.32314  2.36E-04  1.50E-03  2.61E-03  8.92E-03
0.2467596  0.16959  1.042E+07  4.687E+01  6.347E+16  0.86158  0.65904  0.32165  2.45E-04  1.62E-03  2.44E-03  8.91E-03
0.2510134  0.17107  1.037E+07  4.622E+01  6.234E+16  0.86658  0.66053  0.32015  2.54E-04  1.73E-03  2.28E-03  8.91E-03
0.2554122  0.17260  1.031E+07  4.556E+01  6.120E+16  0.87158  0.66202  0.31865  2.64E-04  1.85E-03  2.12E-03  8.91E-03
0.2599670  0.17417  1.026E+07  4.489E+01  6.004E+16  0.87658  0.66353  0.31715  2.74E-04  1.97E-03  1.97E-03  8.90E-03
0.2646898  0.17580  1.020E+07  4.420E+01  5.885E+16  0.88158  0.66504  0.31563  2.86E-04  2.09E-03  1.83E-03  8.90E-03
0.2695942  0.17748  1.014E+07  4.350E+01  5.765E+16  0.88658  0.66655  0.31411  2.98E-04  2.19E-03  1.69E-03  8.90E-03
0.2746955  0.17922  1.008E+07  4.278E+01  5.642E+16  0.89158  0.66807  0.31258  3.11E-04  2.30E-03  1.57E-03  8.90E-03
0.2800107  0.18104  1.002E+07  4.205E+01  5.517E+16  0.89658  0.66960  0.31105  3.25E-04  2.40E-03  1.46E-03  8.89E-03
0.2854683  0.18289  9.953E+06  4.130E+01  5.391E+16  0.90150  0.67111  0.30953  3.41E-04  2.50E-03  1.37E-03  8.89E-03
0.2909166  0.18474  9.890E+06  4.057E+01  5.268E+16  0.90621  0.67257  0.30806  3.57E-04  2.58E-03  1.29E-03  8.89E-03
0.2963545  0.18659  9.828E+06  3.986E+01  5.147E+16  0.91070  0.67396  0.30666  3.73E-04  2.66E-03  1.23E-03  8.88E-03
0.3017812  0.18842  9.766E+06  3.916E+01  5.030E+16  0.91499  0.67531  0.30530  3.91E-04  2.73E-03  1.17E-03  8.88E-03
0.3071957  0.19025  9.705E+06  3.847E+01  4.915E+16  0.91910  0.67660  0.30400  4.09E-04  2.79E-03  1.13E-03  8.88E-03
0.3125973  0.19207  9.645E+06  3.779E+01  4.802E+16  0.92302  0.67784  0.30275  4.28E-04  2.84E-03  1.10E-03  8.87E-03
0.3179850  0.19388  9.585E+06  3.713E+01  4.693E+16  0.92676  0.67903  0.30154  4.48E-04  2.89E-03  1.07E-03  8.87E-03
0.3233582  0.19569  9.526E+06  3.647E+01  4.586E+16  0.93033  0.68018  0.30038  4.68E-04  2.93E-03  1.04E-03  8.87E-03
0.3287160  0.19749  9.468E+06  3.583E+01  4.481E+16  0.93374  0.68128  0.29927  4.90E-04  2.97E-03  1.03E-03  8.86E-03
0.3340577  0.19928  9.410E+06  3.520E+01  4.379E+16  0.93700  0.68233  0.29819  5.12E-04  3.00E-03  1.01E-03  8.86E-03
0.3393826  0.20107  9.353E+06  3.459E+01  4.279E+16  0.94011  0.68335  0.29716  5.35E-04  3.02E-03  1.00E-03  8.86E-03
0.3446901  0.20285  9.296E+06  3.398E+01  4.181E+16  0.94307  0.68433  0.29616  5.59E-04  3.05E-03  9.91E-04  8.86E-03
0.3499794  0.20463  9.240E+06  3.338E+01  4.085E+16  0.94590  0.68527  0.29521  5.85E-04  3.07E-03  9.83E-04  8.85E-03
0.3552500  0.20640  9.185E+06  3.280E+01  3.992E+16  0.94860  0.68617  0.29428  6.11E-04  3.09E-03  9.78E-04  8.85E-03
0.3605012  0.20817  9.130E+06  3.222E+01  3.901E+16  0.95118  0.68704  0.29339  6.39E-04  3.11E-03  9.73E-04  8.85E-03
0.3657326  0.20993  9.076E+06  3.166E+01  3.812E+16  0.95364  0.68787  0.29253  6.67E-04  3.12E-03  9.69E-04  8.84E-03
0.3709435  0.21168  9.022E+06  3.110E+01  3.725E+16  0.95598  0.68867  0.29171  6.97E-04  3.13E-03  9.66E-04  8.84E-03
0.3761334  0.21343  8.969E+06  3.056E+01  3.640E+16  0.95821  0.68945  0.29091  7.28E-04  3.14E-03  9.63E-04  8.84E-03
0.3813018  0.21517  8.917E+06  3.002E+01  3.557E+16  0.96034  0.69019  0.29015  7.61E-04  3.15E-03  9.61E-04  8.84E-03
0.3864482  0.21691  8.865E+06  2.949E+01  3.476E+16  0.96237  0.69090  0.28941  7.94E-04  3.16E-03  9.60E-04  8.83E-03
0.3915722  0.21865  8.813E+06  2.898E+01  3.396E+16  0.96431  0.69158  0.28869  8.30E-04  3.16E-03  9.58E-04  8.83E-03
0.3966733  0.22038  8.762E+06  2.847E+01  3.319E+16  0.96616  0.69224  0.28800  8.66E-04  3.17E-03  9.57E-04  8.83E-03
0.4017511  0.22211  8.712E+06  2.797E+01  3.243E+16  0.96791  0.69287  0.28734  9.04E-04  3.18E-03  9.56E-04  8.83E-03
0.4068053  0.22383  8.662E+06  2.748E+01  3.169E+16  0.96959  0.69348  0.28669  9.44E-04  3.18E-03  9.55E-04  8.82E-03
0.4118353  0.22555  8.612E+06  2.699E+01  3.097E+16  0.97119  0.69406  0.28607  9.86E-04  3.18E-03  9.55E-04  8.82E-03
0.4168410  0.22726  8.563E+06  2.652E+01  3.026E+16  0.97271  0.69462  0.28548  1.03E-03  3.19E-03  9.54E-04  8.82E-03
0.4218218  0.22897  8.515E+06  2.605E+01  2.957E+16  0.97416  0.69516  0.28490  1.07E-03  3.19E-03  9.53E-04  8.82E-03
0.4267775  0.23068  8.467E+06  2.559E+01  2.889E+16  0.97555  0.69568  0.28433  1.12E-03  3.19E-03  9.53E-04  8.81E-03
0.4317078  0.23238  8.419E+06  2.514E+01  2.823E+16  0.97687  0.69618  0.28379  1.17E-03  3.19E-03  9.52E-04  8.81E-03
0.4366124  0.23408  8.372E+06  2.470E+01  2.759E+16  0.97812  0.69666  0.28327  1.22E-03  3.19E-03  9.52E-04  8.81E-03
0.4414910  0.23577  8.325E+06  2.427E+01  2.696E+16  0.97932  0.69712  0.28276  1.28E-03  3.20E-03  9.51E-04  8.81E-03
0.4463434  0.23746  8.279E+06  2.384E+01  2.634E+16  0.98046  0.69756  0.28226  1.33E-03  3.20E-03  9.51E-04  8.81E-03
0.4511692  0.23915  8.233E+06  2.342E+01  2.574E+16  0.98155  0.69798  0.28179  1.39E-03  3.20E-03  9.51E-04  8.80E-03
0.4559683  0.24084  8.188E+06  2.301E+01  2.516E+16  0.98259  0.69839  0.28132  1.45E-03  3.20E-03  9.50E-04  8.80E-03
0.4607404  0.24252  8.143E+06  2.260E+01  2.458E+16  0.98357  0.69878  0.28087  1.51E-03  3.20E-03  9.50E-04  8.80E-03
0.4654854  0.24420  8.099E+06  2.220E+01  2.402E+16  0.98452  0.69916  0.28043  1.58E-03  3.20E-03  9.50E-04  8.80E-03
0.4702030  0.24588  8.055E+06  2.181E+01  2.347E+16  0.98541  0.69952  0.28001  1.65E-03  3.20E-03  9.50E-04  8.80E-03
0.4748931  0.24755  8.011E+06  2.142E+01  2.294E+16  0.98627  0.69986  0.27960  1.72E-03  3.20E-03  9.49E-04  8.79E-03
0.4795555  0.24922  7.968E+06  2.104E+01  2.241E+16  0.98709  0.70020  0.27919  1.80E-03  3.20E-03  9.49E-04  8.79E-03
0.4841900  0.25089  7.925E+06  2.067E+01  2.190E+16  0.98787  0.70051  0.27880  1.88E-03  3.20E-03  9.49E-04  8.79E-03
0.4887965  0.25256  7.882E+06  2.030E+01  2.140E+16  0.98861  0.70082  0.27842  1.96E-03  3.20E-03  9.49E-04  8.79E-03
0.4933749  0.25422  7.840E+06  1.994E+01  2.091E+16  0.98932  0.70111  0.27804  2.04E-03  3.20E-03  9.48E-04  8.79E-03
0.4979250  0.25588  7.799E+06  1.959E+01  2.044E+16  0.98999  0.70140  0.27767  2.13E-03  3.20E-03  9.48E-04  8.78E-03
0.5024468  0.25754  7.757E+06  1.924E+01  1.997E+16  0.99063  0.70167  0.27731  2.22E-03  3.20E-03  9.48E-04  8.78E-03
0.5069401  0.25920  7.716E+06  1.890E+01  1.951E+16  0.99124  0.70193  0.27696  2.32E-03  3.20E-03  9.48E-04  8.78E-03
0.5114049  0.26085  7.676E+06  1.857E+01  1.907E+16  0.99183  0.70218  0.27662  2.42E-03  3.20E-03  9.47E-04  8.78E-03
0.5158410  0.26251  7.635E+06  1.824E+01  1.863E+16  0.99238  0.70242  0.27629  2.51E-03  3.20E-03  9.47E-04  8.78E-03
0.5202484  0.26416  7.595E+06  1.791E+01  1.821E+16  0.99290  0.70265  0.27597  2.61E-03  3.20E-03  9.47E-04  8.77E-03
0.5246270  0.26581  7.556E+06  1.759E+01  1.779E+16  0.99340  0.70287  0.27566  2.70E-03  3.19E-03  9.47E-04  8.77E-03
0.5289768  0.26745  7.517E+06  1.728E+01  1.739E+16  0.99387  0.70308  0.27536  2.79E-03  3.19E-03  9.47E-04  8.77E-03
0.5332978  0.26910  7.478E+06  1.697E+01  1.699E+16  0.99431  0.70329  0.27507  2.87E-03  3.19E-03  9.46E-04  8.77E-03
0.5375898  0.27074  7.439E+06  1.667E+01  1.660E+16  0.99473  0.70349  0.27480  2.95E-03  3.19E-03  9.46E-04  8.77E-03
0.5418529  0.27239  7.401E+06  1.637E+01  1.622E+16  0.99512  0.70368  0.27454  3.02E-03  3.19E-03  9.46E-04  8.77E-03
0.5460871  0.27403  7.363E+06  1.608E+01  1.585E+16  0.99548  0.70387  0.27430  3.08E-03  3.19E-03  9.46E-04  8.76E-03
0.5502922  0.27567  7.325E+06  1.579E+01  1.549E+16  0.99582  0.70406  0.27407  3.13E-03  3.19E-03  9.46E-04  8.76E-03
0.5544684  0.27731  7.288E+06  1.551E+01  1.514E+16  0.99613  0.70424  0.27385  3.16E-03  3.19E-03  9.45E-04  8.76E-03
0.5586156  0.27895  7.250E+06  1.523E+01  1.479E+16  0.99642  0.70442  0.27365  3.18E-03  3.19E-03  9.45E-04  8.76E-03
0.5627338  0.28058  7.214E+06  1.496E+01  1.446E+16  0.99669  0.70460  0.27347  3.19E-03  3.19E-03  9.45E-04  8.76E-03
0.5668231  0.28222  7.177E+06  1.469E+01  1.413E+16  0.99693  0.70478  0.27330  3.18E-03  3.19E-03  9.45E-04  8.76E-03
0.5708834  0.28385  7.141E+06  1.443E+01  1.380E+16  0.99716  0.70496  0.27314  3.17E-03  3.19E-03  9.45E-04  8.75E-03
0.5749147  0.28549  7.105E+06  1.417E+01  1.349E+16  0.99736  0.70513  0.27300  3.14E-03  3.19E-03  9.44E-04  8.75E-03
0.5789172  0.28712  7.069E+06  1.391E+01  1.318E+16  0.99755  0.70531  0.27287  3.10E-03  3.19E-03  9.44E-04  8.75E-03
0.5828909  0.28875  7.034E+06  1.366E+01  1.288E+16  0.99772  0.70548  0.27275  3.05E-03  3.19E-03  9.44E-04  8.75E-03
0.5868357  0.29038  6.999E+06  1.342E+01  1.259E+16  0.99788  0.70565  0.27263  2.99E-03  3.19E-03  9.44E-04  8.75E-03
0.5907518  0.29201  6.964E+06  1.318E+01  1.230E+16  0.99803  0.70583  0.27253  2.93E-03  3.19E-03  9.44E-04  8.75E-03
0.5946392  0.29364  6.930E+06  1.294E+01  1.202E+16  0.99816  0.70599  0.27243  2.86E-03  3.19E-03  9.44E-04  8.74E-03
0.5984979  0.29527  6.895E+06  1.271E+01  1.174E+16  0.99828  0.70616  0.27234  2.79E-03  3.18E-03  9.43E-04  8.74E-03
0.6023280  0.29690  6.861E+06  1.248E+01  1.148E+16  0.99840  0.70633  0.27226  2.71E-03  3.18E-03  9.43E-04  8.74E-03
0.6061296  0.29853  6.827E+06  1.225E+01  1.122E+16  0.99850  0.70649  0.27218  2.63E-03  3.18E-03  9.43E-04  8.74E-03
0.6099028  0.30016  6.794E+06  1.203E+01  1.096E+16  0.99860  0.70665  0.27210  2.55E-03  3.18E-03  9.43E-04  8.74E-03
0.6136475  0.30179  6.761E+06  1.181E+01  1.071E+16  0.99869  0.70681  0.27203  2.47E-03  3.18E-03  9.43E-04  8.74E-03
0.6173640  0.30342  6.728E+06  1.160E+01  1.047E+16  0.99877  0.70697  0.27195  2.39E-03  3.18E-03  9.43E-04  8.73E-03
0.6210523  0.30504  6.695E+06  1.139E+01  1.023E+16  0.99885  0.70712  0.27189  2.31E-03  3.18E-03  9.42E-04  8.73E-03
0.6247124  0.30667  6.662E+06  1.118E+01  9.993E+15  0.99892  0.70727  0.27182  2.23E-03  3.18E-03  9.42E-04  8.73E-03
0.6283445  0.30830  6.630E+06  1.098E+01  9.765E+15  0.99899  0.70742  0.27175  2.15E-03  3.18E-03  9.42E-04  8.73E-03
0.6319487  0.30993  6.598E+06  1.078E+01  9.542E+15  0.99906  0.70756  0.27169  2.07E-03  3.18E-03  9.42E-04  8.73E-03
0.6355250  0.31155  6.566E+06  1.059E+01  9.325E+15  0.99912  0.70770  0.27163  2.00E-03  3.18E-03  9.42E-04  8.73E-03
0.6390736  0.31318  6.534E+06  1.039E+01  9.112E+15  0.99917  0.70784  0.27157  1.92E-03  3.18E-03  9.42E-04  8.73E-03
0.6425945  0.31481  6.503E+06  1.021E+01  8.904E+15  0.99922  0.70797  0.27151  1.85E-03  3.18E-03  9.41E-04  8.73E-03
0.6460879  0.31644  6.472E+06  1.002E+01  8.701E+15  0.99927  0.70810  0.27145  1.78E-03  3.18E-03  9.41E-04  8.72E-03
0.6495538  0.31807  6.441E+06  9.839E+00  8.503E+15  0.99932  0.70823  0.27139  1.72E-03  3.18E-03  9.41E-04  8.72E-03
0.6529924  0.31969  6.410E+06  9.660E+00  8.309E+15  0.99936  0.70835  0.27133  1.65E-03  3.18E-03  9.41E-04  8.72E-03
0.6564038  0.32132  6.379E+06  9.484E+00  8.119E+15  0.99941  0.70848  0.27128  1.59E-03  3.18E-03  9.41E-04  8.72E-03
