file    r/rSun      T (eV/kB)		   rho (g/cm3)
===========================================================
 01	0.	1346.0877739043674	152.05475297324955
 02	0.05	1278.4194802899408	127.58511223468814
 03	0.1	1125.0540301202086	86.71615240918298
 04	0.15	957.1354014184665	55.85988020572559
 05	0.2	805.5145318733076	34.673685045253166
 06	0.25	683.0828468019035	20.835311605717475
 07	0.3	583.2750233184437	11.983950320772683
 08	0.35	504.97907178472076	6.848571591258557
 09	0.4	439.91966880030805	3.87079347243257
 10	0.45	386.6992944722558	2.229975029531496
 11	0.5	340.779435919494	1.297179270983956
 12	0.55	303.0912366647734	0.7945111566183567
 13	0.6	267.5305483484084	0.4885398559319366
 14	0.65	235.0029855457691	0.3147748314101316
 15	0.66	228.23034129921544	0.28893489815590817
 16	0.67	221.2449567055598	0.26552168778726604
 17	0.68	214.12796010850576	0.244286799678646
 18	0.69	206.81087863162549	0.2251645416744618
 19	0.7	199.19268226067933	0.20801756100985946
 20	0.71	190.75387968915265	0.19217637629219325
