# atomic number   <electrons>   <electrons^2>
01 9.9399e-01 9.9401e-01
02 1.9600e+00 3.8800e+00
06 3.8551e+00 1.5010e+01
07 4.6837e+00 2.2192e+01
08 5.3756e+00 2.9347e+01
10 6.0311e+00 3.7057e+01
11 6.0658e+00 3.7532e+01
12 6.0765e+00 3.7644e+01
13 6.0595e+00 3.7449e+01
14 6.0566e+00 3.7365e+01
16 6.2981e+00 4.0221e+01
18 7.2079e+00 5.2527e+01
20 8.2059e+00 6.8052e+01
24 8.5429e+00 7.3981e+01
25 8.6663e+00 7.6053e+01
26 8.7390e+00 7.7225e+01
28 8.3831e+00 7.1549e+01
