# atomic number   <electrons>   <electrons^2>
01 9.5998e-01 9.6002e-01
02 9.6140e-01 1.0068e+00
06 1.9033e+00 3.9174e+00
07 1.7605e+00 3.3796e+00
08 1.6626e+00 3.0379e+00
10 1.5032e+00 2.5377e+00
11 1.4832e+00 2.4815e+00
12 1.8793e+00 3.6460e+00
13 2.4934e+00 6.5334e+00
14 2.6219e+00 7.2755e+00
16 2.4580e+00 6.4428e+00
18 2.2910e+00 5.6124e+00
20 2.2505e+00 5.3767e+00
24 2.5608e+00 6.9527e+00
25 2.5599e+00 6.9454e+00
26 2.5375e+00 6.8336e+00
28 2.5166e+00 6.7393e+00
