# atomic number   <electrons>   <electrons^2>
01 1.0000e+00 1.0000e+00
02 2.0002e+00 4.0002e+00
06 5.8028e+00 3.3843e+01
07 6.7417e+00 4.5682e+01
08 7.6549e+00 5.8884e+01
10 9.3519e+00 8.7956e+01
11 1.0157e+01 1.0371e+02
12 1.0922e+01 1.1998e+02
13 1.1659e+01 1.3675e+02
14 1.2373e+01 1.5394e+02
16 1.3736e+01 1.8957e+02
18 1.5118e+01 2.2952e+02
20 1.6624e+01 2.7757e+02
24 1.9805e+01 3.9389e+02
25 2.0634e+01 4.2696e+02
26 2.1406e+01 4.6001e+02
28 2.2899e+01 5.2531e+02
