# atomic number   <electrons>   <electrons^2>
01 1.0000e+00 1.0000e+00
02 1.9904e+00 3.9704e+00
06 5.8394e+00 3.4240e+01
07 6.7214e+00 4.5400e+01
08 7.5042e+00 5.6669e+01
10 8.6463e+00 7.5260e+01
11 9.1478e+00 8.4205e+01
12 9.7935e+00 9.6389e+01
13 1.0594e+01 1.1267e+02
14 1.1456e+01 1.3164e+02
16 1.3108e+01 1.7240e+02
18 1.4524e+01 2.1183e+02
20 1.5613e+01 2.4492e+02
24 1.6992e+01 2.8994e+02
25 1.7310e+01 3.0094e+02
26 1.7638e+01 3.1238e+02
28 1.8245e+01 3.3408e+02
