# atomic number   <electrons>   <electrons^2>
01 9.9900e-01 9.9900e-01
02 1.9951e+00 3.9851e+00
06 5.8999e+00 3.4904e+01
07 6.8207e+00 4.6677e+01
08 7.6409e+00 5.8715e+01
10 8.7822e+00 7.7597e+01
11 9.2540e+00 8.6051e+01
12 9.9053e+00 9.8408e+01
13 1.0741e+01 1.1563e+02
14 1.1634e+01 1.3565e+02
16 1.3366e+01 1.7912e+02
18 1.4862e+01 2.2148e+02
20 1.5963e+01 2.5572e+02
24 1.7172e+01 2.9596e+02
25 1.7452e+01 3.0563e+02
26 1.7741e+01 3.1576e+02
28 1.8333e+01 3.3721e+02
